Gene,Alias,Fold Change,Direction,Total FPKM,Q-Value,Description
AT4G38060,,6.43,UP,6.65,0.5650,uncharacterized protein
AT4G38080,,5.62,DOWN,72.79,0.0009,hydroxyproline-rich glycoprotein family protein
AT4G38090,,2.30,UP,19.59,0.1571,ribosomal protein S5 domain 2-like family protein
AT4G38100,,1.34,DOWN,15.69,0.8222,uncharacterized protein
AT4G38120,,40.12,UP,4.89,0.5549,armadillo/beta-catenin-like repeat-containing protein
AT4G38130,ATHD1,1.22,UP,31.93,0.5263,histone deacetylase 1/2
AT4G38150,,1.86,DOWN,4.91,0.6267,pentatricopeptide repeat-containing protein
AT4G38160,pde191,2.31,DOWN,14.35,0.0833,Mitochondrial transcription termination factor family protein
AT4G38220,,1.36,DOWN,27.30,0.2461,Peptidase M20/M25/M40 family protein
AT4G38225,,1.12,DOWN,14.09,1,uncharacterized protein
AT4G38250,,2.21,DOWN,36.19,0.0038,Transmembrane amino acid transporter family protein
AT4G38260,,3.01,UP,6.59,0.2488,uncharacterized protein
AT4G38420,sks9,2.04,DOWN,6.75,0.3297,protein SKU5 similar 9
AT4G38430,ATROPGEF1,1.54,DOWN,12.64,0.3057,Rop guanine nucleotide exchange factor 1
AT4G38460,GGR,1.72,DOWN,38.52,0.0710,geranylgeranyl diphosphate synthase; type II
AT4G38470,,1.64,DOWN,16.32,0.2024,ACT-like protein tyrosine kinase family protein
AT4G38490,,5.03,UP,7.11,0.3616,uncharacterized protein
AT4G38495,,1.02,UP,13.27,1,INO80 complex subunit C
AT4G38510,,1.56,DOWN,24.11,0.0917,V-type proton ATPase subunit B2
AT4G38520,,1.41,UP,14.18,0.3991,putative protein phosphatase 2C 64
AT4G38540,,1.34,UP,7.44,0.7862,FAD/NAD(P)-binding oxidoreductase family protein
AT4G38550,,1.59,UP,18.14,0.1009,phospholipase like protein (PEARLI 4)
AT4G38570,PIS2,2.21,DOWN,8.07,0.3714,putative CDP-diacylglycerol--inositol 3-phosphatidyltransferase 2
AT4G38580,FP6,2.01,DOWN,22.51,0.3208,farnesylated protein 6
AT4G38640,,1.36,UP,10.58,0.6575,Plasma-membrane choline transporter family protein
AT4G38660,,1.24,DOWN,5.79,1,pathogenesis-related thaumatin-like protein
AT4G38680,CSDP2,1.55,DOWN,182.84,0.0009,glycine rich protein 2
AT4G38690,,2.82,DOWN,12.95,0.0577,1-phosphatidylinositol phosphodiesterase-related protein
AT4G38710,,1.03,DOWN,23.41,1,glycine-rich protein
AT4G38740,ROC1,1.91,DOWN,93.51,0.0032,Peptidyl-prolyl cis-trans isomerase CYP18-3
AT4G38770,PRP4,1.48,DOWN,230.95,0.0009,proline-rich protein 4
AT4G38790,,2.00,DOWN,17.43,0.3599,ER lumen protein retaining receptor family protein
AT4G38800,ATMTN1,1.07,UP,40.77,1,methylthioadenosine nucleosidase 1
AT4G38810,,1.54,DOWN,12.13,0.4453,EF-hand; calcium binding motif-containing protein
AT4G38820,,1.80,DOWN,10.27,0.9307,uncharacterized protein
AT4G38840,,1.26,DOWN,48.56,0.9350,SAUR-like auxin-responsive protein
AT4G38860,,2.62,DOWN,99.84,0.0025,SAUR-like auxin-responsive protein
AT4G38920,ATVHA-C3,2.45,DOWN,156.03,0.0009,V-type H+-transporting ATPase 16kDa proteolipid subunit
AT4G38932,,12.77,DOWN,16.23,0.4545,Potential natural antisense gene; locus overlaps with AT4G38930
AT4G38970,FBA2,1.61,DOWN,494.42,0.0009,fructose-bisphosphate aldolase; class I
AT4G39040,,1.72,UP,35.21,0.1296,putative RNA-binding protein containing KH domain protein
AT4G39080,VHA-A3,1.17,UP,22.33,0.6644,V-type H+-transporting ATPase subunit I
AT4G39090,RD19,1.52,DOWN,131.62,0.0009,cysteine proteinase RD19a
AT4G39100,SHL1,1.12,UP,7.42,1,PHD finger and bromo-adjacent homology domain-containing protein
AT4G39120,IMPL2,1.39,DOWN,8.62,0.7852,phosphatase IMPL2
AT4G39150,,1.77,UP,11.11,0.3538,DNAJ heat shock N-terminal domain-containing protein
AT4G39170,,1.71,UP,7.77,0.3149,Sec14p-like phosphatidylinositol transfer family protein
AT4G39200,,2.22,DOWN,281.71,0.0009,40S ribosomal protein S25-4
AT4G39260,GR-RBP8,1.09,UP,299.01,0.7977,glycine-rich RNA-binding protein 8
AT4G39280,,1.04,UP,10.17,1,phenylalanyl-tRNA synthetase alpha chain
AT4G39300,,1.11,DOWN,20.28,1,uncharacterized protein
AT4G39330,ATCAD9,1.41,DOWN,101.77,0.0786,putative cinnamyl alcohol dehydrogenase 9
AT4G39350,CESA2,1.13,UP,10.53,0.9332,cellulose synthase A catalytic subunit 2
AT4G39361,,2.54,DOWN,1620.40,0.3346,snoRNA
AT4G39363,,5.18,DOWN,8668.96,0.0091,snoRNA
AT4G39364,,4.15,DOWN,2987.41,0.1538,snoRNA
AT4G39366,,2.66,DOWN,3038.83,0.2378,snoRNA
AT4G39400,BRI1,1.30,DOWN,13.55,0.3564,protein brassinosteroid insensitive 1
AT4G39460,SAMT1,2.82,UP,16.52,0.1061,S-adenosylmethionine carrier 1
AT4G39520,,1.56,DOWN,7.97,0.5737,GTP-binding protein-relatedlike protein
AT4G39540,ATSK2,2.14,UP,11.48,0.2968,shikimate kinase 2
AT4G39640,GGT1,1.28,DOWN,9.08,0.7459,gamma-glutamyl transpeptidase 1
AT4G39675,,1.32,UP,45.66,0.8709,uncharacterized protein
AT4G39680,,3.26,UP,9.26,0.0155,SAP domain-containing protein
AT4G39710,FKBP16-2,1.05,DOWN,27.88,1,putative FKBP-type peptidyl-prolyl cis-trans isomerase 4
AT4G39730,,1.54,DOWN,84.00,0.1617,Lipase/lipooxygenase; PLAT/LH2 family protein
AT4G39800,MIPS1,1.56,DOWN,54.57,0.0112,inositol-3-phosphate synthase isozyme 1
AT4G39840,,1.08,UP,13.04,1,uncharacterized protein
AT4G39860,,3.40,UP,4.38,0.3735,uncharacterized protein
AT4G39880,,1.41,DOWN,16.92,0.7442,Ribosomal protein L23/L15e family protein
AT4G39900,,1.29,UP,14.12,0.9148,uncharacterized protein
AT4G39940,AKN2,1.01,UP,20.88,1,Adenylyl-sulfate kinase 2
AT4G39950,CYP79B2,1.33,UP,8.35,0.7711,tryptophan N-hydroxylase 1
AT4G39960,,1.90,UP,16.09,0.0874,molecular chaperone Hsp40/DnaJ family protein
AT4G39970,,1.10,DOWN,18.64,1,haloacid dehalogenase-like hydrolase family protein
AT4G39980,DHS1,1.30,DOWN,10.54,0.6486,phospho-2-dehydro-3-deoxyheptonate aldolase 1
AT4G39990,ATRAB11G,1.31,UP,12.31,0.9017,RAB GTPase homolog A4B
AT4G40030,,1.43,DOWN,146.71,0.0793,histone H3
AT4G40040,,2.70,DOWN,211.27,0.0009,histone H3
AT4G40045,,3.76,DOWN,15.82,0.1566,uncharacterized protein
AT4G40060,ATHB16,2.48,DOWN,27.11,0.0091,homeobox-leucine zipper protein ATHB-16
AT4G40090,AGP3,2.10,DOWN,31.89,0.1669,arabinogalactan protein 3
AT5G01010,,1.31,UP,18.15,0.5332,uncharacterized protein
AT5G01015,,1.06,UP,25.35,1,uncharacterized protein
AT5G01090,,1.04,DOWN,12.84,1,concanavalin A-like lectin
AT5G01210,,1.62,UP,19.02,0.1691,HXXXD-type acyl-transferase-like protein
AT5G01220,SQD2,2.12,DOWN,9.58,0.1510,sulfoquinovosyldiacylglycerol 2
AT5G01240,LAX1,1.77,DOWN,12.09,0.1734,auxin transporter-like protein 1
AT5G01350,,1.37,UP,91.71,0.3786,uncharacterized protein
AT5G01410,PDX1,1.21,DOWN,61.50,0.5328,Pyridoxal biosynthesis protein PDX1.3
AT5G01430,,2.86,DOWN,5.14,0.5613,Got1/Sft2-like vescicle transport protein
AT5G01530,LHCB4.1,1.37,DOWN,884.34,0.0009,chlorophyll a-b binding protein CP29.1
AT5G01590,,2.09,UP,16.70,0.0348,uncharacterized protein
AT5G01600,FER1,1.10,UP,43.82,0.9598,ferritin heavy chain
AT5G01650,,1.51,DOWN,53.40,0.4382,macrophage migration inhibitory factor family protein
AT5G01710,CPuORF48,1.71,DOWN,13.09,0.1954,methyltransferase
AT5G01720,,2.49,UP,4.35,0.3915,F-box/LRR-repeat protein 3
AT5G01740,,8.43,DOWN,8.38,0.1191,Nuclear transport factor 2 (NTF2) family protein
AT5G01790,,1.27,UP,8.27,1,uncharacterized protein
AT5G01800,,1.53,DOWN,28.44,0.2089,saposin B domain-containing protein
AT5G01810,CIPK15,1.70,DOWN,15.28,0.1603,CBL-interacting serine/threonine-protein kinase 15
AT5G01820,CIPK14,1.10,UP,13.03,1,CBL-interacting serine/threonine-protein kinase 14
AT5G01870,,1.48,UP,39.26,0.4563,non-specific lipid-transfer protein 10
AT5G01881,,2.86,UP,11.94,0.6908,uncharacterized protein
AT5G01930,MAN6,3.14,UP,3.98,0.5175,mannan endo-1;4-beta-mannosidase 6
AT5G02040,PRA1.A1,1.87,DOWN,10.45,0.4512,PRA1-like protein A1
AT5G02050,,2.30,DOWN,16.70,0.3077,Mitochondrial glycoprotein family protein
AT5G02120,OHP,1.30,DOWN,137.27,0.4031,one helix protein
AT5G02160,,1.55,DOWN,232.44,0.0057,uncharacterized protein
AT5G02240,,1.41,UP,58.19,0.1672,NAD(P)-binding Rossmann-fold containing protein
AT5G02260,ATEXPA9,2.81,DOWN,6.80,0.2162,expansin A9
AT5G02270,ATNAP9,1.08,DOWN,13.08,1,ABC transporter I family member 20
AT5G02380,MT2B,2.26,DOWN,1755.26,0.0009,metallothionein 2B
AT5G02450,,1.74,DOWN,188.40,0.0009,60S ribosomal protein L36-3
AT5G02480,,1.15,DOWN,39.43,0.6062,HSP20-like chaperone
AT5G02490,,1.41,UP,6.26,0.6203,heat shock protein 70
AT5G02500,HSP70-1,1.61,DOWN,469.82,0.0009,heat shock 70kDa protein 1/8
AT5G02502,,1.57,DOWN,65.20,0.4892,Oligosaccaryltransferase
AT5G02530,,1.16,DOWN,29.34,0.9256,THO complex subunit 4
AT5G02560,HTA12,1.75,UP,10.62,0.6820,histone H2A 12
AT5G02610,,1.21,DOWN,75.22,0.7293,60S ribosomal protein L35-4
AT5G02710,,2.42,UP,6.54,0.4694,uncharacterized protein
AT5G02740,,1.02,DOWN,9.78,1,Ribosomal protein S24e family protein
AT5G02760,,1.07,DOWN,14.67,1,putative protein phosphatase 2C 67
AT5G02770,,1.57,UP,22.04,0.2627,uncharacterized protein
AT5G02790,GSTL3,2.72,UP,48.20,0.0017,Glutathione S-transferase family protein
AT5G02810,PRR7,35.04,UP,4.47,0.5587,two-component response regulator-like APRR7
AT5G02830,,2.70,UP,7.96,0.0587,pentatricopeptide repeat-containing protein
AT5G02840,LCL1,1.00,DOWN,18.09,1,protein LHY/CCA1-like 1
AT5G02870,,1.01,DOWN,52.85,1,60S ribosomal protein L4-2
AT5G02890,,2.18,DOWN,8.22,0.3199,HXXXD-type acyl-transferase-like protein
AT5G02940,,8.98,UP,5.20,0.3280,uncharacterized protein
AT5G02960,,2.33,DOWN,348.26,0.0009,40S ribosomal protein S23-2
AT5G03030,,3.20,DOWN,13.95,0.4367,chaperone DnaJ-domain containing protein
AT5G03040,iqd2,1.91,UP,18.81,0.0757,protein IQ-domain 2
AT5G03080,,1.32,DOWN,13.94,0.7452,dolichyldiphosphatase
AT5G03120,,1.85,DOWN,15.50,0.5227,uncharacterized protein
AT5G03170,FLA11,2.53,DOWN,6.71,0.5744,fasciclin-like arabinogalactan protein 11
AT5G03230,,1.15,DOWN,13.90,1,uncharacterized protein
AT5G03240,UBQ3,1.25,DOWN,142.53,0.1331,polyubiquitin 3
AT5G03280,CKR1,1.85,UP,9.63,0.0267,ethylene-insensitive protein 2
AT5G03290,IDH-V,1.36,DOWN,19.67,0.4631,Isocitrate dehydrogenase
AT5G03300,ADK2,1.17,UP,30.84,0.7814,adenosine kinase 2
AT5G03345,,5.15,DOWN,19.95,0.2529,uncharacterized protein
AT5G03380,,1.05,UP,17.85,1,heavy metal transport/detoxification domain-containing protein
AT5G03430,,7.20,UP,8.22,0.1047,phosphoadenosine phosphosulfate (PAPS) reductase family protein
AT5G03455,CDC25,1.23,DOWN,65.16,0.7724,dual specificity phosphatase Cdc25
AT5G03460,,1.71,DOWN,55.43,0.2604,uncharacterized protein
AT5G03490,,2.29,DOWN,6.93,0.2618,UDP-glycosyltransferase-like protein
AT5G03520,RAB8C,1.48,UP,22.49,0.4274,RAB GTPase-8C
AT5G03545,ATIPS2,6.36,DOWN,257.56,0.0009,uncharacterized protein
AT5G03555,,1.01,UP,10.60,1,nucleobase:cation symporter-1; NCS1 family
AT5G03610,,1.43,DOWN,12.29,0.6016,GDSL esterase/lipase
AT5G03630,ATMDAR2,1.12,DOWN,31.76,0.8890,monodehydroascorbate reductase (NADH)
AT5G03660,,1.51,UP,15.37,0.6228,uncharacterized protein
AT5G03730,AtCTR1,1.30,UP,12.67,0.4638,serine/threonine-protein kinase CTR1
AT5G03740,HD2C,1.82,UP,9.46,0.3969,histone deacetylase HDT3
AT5G03760,ATCSLA9,1.03,DOWN,12.65,1,glucomannan 4-beta-mannosyltransferase 9
AT5G03850,,2.27,DOWN,226.59,0.0009,40S ribosomal protein S28-1
AT5G03880,,1.06,DOWN,66.32,1,thioredoxin family protein
AT5G03900,,3.54,UP,9.38,0.0426,Iron-sulfur assembly-like protein
AT5G03940,CPSRP54,3.88,UP,14.69,0.0063,signal recognition particle subunit
AT5G04080,,2.60,DOWN,8.64,0.6061,uncharacterized protein
AT5G04090,,3.87,UP,6.50,0.1510,uncharacterized protein
AT5G04140,FD-GOGAT,3.13,UP,65.10,0.0009,ferredoxin-dependent glutamate synthase 1
AT5G04170,,1.21,DOWN,18.40,0.7923,putative calcium-binding protein CML50
AT5G04260,WCRKC2,1.11,DOWN,11.91,1,thioredoxin-like 3-2
AT5G04280,,1.40,UP,11.66,0.7020,RNA recognition motif-containing protein
AT5G04290,KTF1,4.75,UP,4.13,0.0032,kow domain-containing transcription factor 1
AT5G04410,NAC2,1.39,DOWN,13.71,0.4250,NAC domain-containing protein 78
AT5G04430,BTR1,1.08,DOWN,48.87,1,binding to TOMV RNA 1L (long form) protein
AT5G04440,,1.20,UP,18.62,0.8502,uncharacterized protein
AT5G04470,SIM,1.22,DOWN,9.56,1,cyclin-dependent protein kinase inhibitor
AT5G04490,VTE5,1.49,UP,13.26,0.6459,phytol kinase 1
AT5G04550,,1.26,DOWN,13.34,0.6619,uncharacterized protein
AT5G04590,SIR,1.03,UP,84.59,1,sulfite reductase
AT5G04600,,2.17,UP,9.34,0.5561,RNA recognition motif-containing protein
AT5G04740,,1.86,UP,25.48,0.1421,ACT domain-containing protein
AT5G04750,,3.37,UP,46.41,0.0368,putative F1F0-ATPase inhibitor protein
AT5G04790,,3.77,DOWN,114.67,0.8374,uncharacterized protein
AT5G04800,,1.88,DOWN,79.35,0.0333,40S ribosomal protein S17-4
AT5G04810,,2.64,UP,13.91,0.0051,pentatricopeptide (PPR) repeat-containing protein
AT5G04830,,1.02,UP,22.12,1,Nuclear transport factor 2 (NTF2) family protein
AT5G04850,VPS60.2,2.21,UP,11.38,0.3140,charged multivesicular body protein 5
AT5G04870,CPK1,1.64,UP,6.06,0.4335,calcium dependent protein kinase 1
AT5G04920,,2.36,UP,17.76,0.0194,vacuolar protein sorting-associated protein 36
AT5G04930,ALA1,1.09,UP,8.15,1,phospholipid-transporting ATPase 1
AT5G04950,NAS1,1.48,UP,27.59,0.3264,nicotianamine synthase 1
AT5G04960,,3.66,DOWN,6.69,0.2023,Putative pectinesterase/pectinesterase inhibitor 46
AT5G04990,ATSUN1,2.28,UP,9.56,0.1850,SAD1/UNC-84 domain protein 1
AT5G05000,ATTOC34,1.56,UP,11.38,0.6005,translocase of chloroplast 34
AT5G05010,,1.38,UP,26.34,0.2431,coatomer subunit delta
AT5G05060,,12.56,DOWN,9.38,0.5620,cystatin/monellin-related protein
AT5G05080,UBC22,1.09,UP,10.05,1,ubiquitin-conjugating enzyme E2 22
AT5G05100,,2.88,DOWN,11.63,0.0935,Single-stranded nucleic acid binding R3H protein
AT5G05110,,1.19,UP,8.48,1,cysteine proteinase inhibitor 7
AT5G05170,CESA3,1.12,DOWN,41.94,0.5752,cellulose synthase A catalytic subunit 3
AT5G05200,,1.21,UP,17.33,0.7402,aarF domain-containing protein kinase
AT5G05250,,1.19,UP,35.00,0.7299,uncharacterized protein
AT5G05270,,1.47,DOWN,13.19,0.7601,chalcone-flavanone isomerase-like proetin
AT5G05360,,1.12,DOWN,16.02,1,uncharacterized protein
AT5G05370,,2.65,DOWN,131.62,0.0203,Cytochrome b-c1 complex; subunit 8 protein
AT5G05440,PYL5,4.81,DOWN,10.11,0.2561,abscisic acid receptor PYL5
AT5G05500,,1.20,DOWN,30.20,1,pollen_Ole_e_I-domain containing protein
AT5G05520,,1.58,UP,10.70,0.3547,outer membrane OMP85 family protein
AT5G05580,FAD8,2.54,UP,8.05,0.1709,omega-3 fatty acid desaturase (delta-15 desaturase)
AT5G05610,AL1,2.02,DOWN,12.70,0.3125,alfin-like 1 protein
AT5G05670,,3.70,UP,5.25,0.3538,signal recognition particle receptor subunit beta
AT5G05690,CYP90A1,1.19,DOWN,54.77,0.7659,cytochrome P450 90A1
AT5G05740,EGY2,1.13,DOWN,9.80,1,ethylene-dependent gravitropism-deficient and yellow-green-like 2 protein
AT5G05750,,2.41,DOWN,6.31,0.3248,DNAJ heat shock N-terminal domain-containing protein
AT5G05950,MEE60,2.43,DOWN,35.30,0.2737,protein maternal effect embryo arrest 60
AT5G05960,,1.07,UP,45.25,1,bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin-like protein
AT5G06060,,1.39,UP,16.61,0.6079,tropine dehydrogenase
AT5G06110,,6.80,UP,5.00,0.0769,DnaJ and myb-like DNA-binding domain-containing protein
AT5G06130,,1.17,UP,19.29,0.9519,chaperone protein dnaJ-like protein
AT5G06140,SNX1,1.70,UP,8.90,0.5523,sorting nexin 1
AT5G06165,,1.28,DOWN,20.15,1,.
AT5G06280,,1.25,DOWN,7.17,1,uncharacterized protein
AT5G06320,NHL3,1.99,DOWN,23.47,0.1755,NDR1/HIN1-Like protein 3
AT5G06340,ATNUDX27,4.68,UP,13.08,0.2306,nudix hydrolase 27
AT5G06360,,1.48,DOWN,25.18,0.3366,Ribosomal protein S8e family protein
AT5G06370,,2.41,DOWN,7.85,0.2886,NC domain-containing protein-like protein
AT5G06630,,1.94,DOWN,12.31,0.1464,proline-rich extensin-like family protein
AT5G06640,,2.07,DOWN,16.36,0.0116,Proline-rich extensin-like family protein
AT5G06660,,1.28,UP,24.42,0.8306,uncharacterized protein
AT5G06690,WCRKC1,1.15,UP,22.49,1,thioredoxin-like 3-1
AT5G06700,TBR,1.07,UP,12.61,1,uncharacterized protein
AT5G06860,PGIP1,2.37,UP,14.00,0.1679,Polygalacturonase inhibitor 1
AT5G06980,,1.71,DOWN,8.86,0.5783,uncharacterized protein
AT5G07020,,2.10,DOWN,64.11,0.0057,proline-rich family protein
AT5G07030,,1.65,DOWN,16.00,0.1750,aspartyl protease family protein
AT5G07090,,1.38,DOWN,124.24,0.0174,40S ribosomal protein S4-2
AT5G07220,ATBAG3,2.71,DOWN,14.49,0.0889,BCL-2-associated athanogene 3
AT5G07250,ATRBL3,2.06,DOWN,6.19,0.4726,RHOMBOID-like protein 3
AT5G07270,XBAT33,2.04,UP,4.92,0.2875,E3 ubiquitin-protein ligase XBAT33
AT5G07300,BON2,1.16,UP,12.50,0.9790,calcium-dependent phospholipid-binding copine-like protein
AT5G07322,,4.98,DOWN,99.02,0.0178,(AT5G07322) otherRNA
AT5G07340,,1.08,UP,8.52,1,calnexin2
AT5G07350,Tudor1,2.28,UP,12.51,0.0045,TUDOR-SN protein 1
AT5G07370,ATIPK2A,1.98,UP,14.90,0.1969,inositol polyphosphate multikinase alpha
AT5G07440,GDH2,1.11,UP,32.00,0.9470,glutamate dehydrogenase 2
AT5G07470,ATMSRA3,1.23,UP,30.25,0.7760,peptide methionine sulfoxide reductase A3
AT5G07580,,1.60,DOWN,20.94,0.4314,ERF/AP2 transcription factor
AT5G07960,,2.70,DOWN,54.10,0.1146,uncharacterized protein
AT5G08000,PDCB2,4.51,DOWN,7.95,0.4222,glucan endo-1;3-beta-glucosidase-like protein 3
AT5G08040,TOM5,1.80,DOWN,146.21,0.1880,mitochondrial import receptor subunit TOM5-like protein
AT5G08050,,1.48,DOWN,68.20,0.0813,uncharacterized protein
AT5G08060,,2.38,DOWN,25.29,0.1079,uncharacterized protein
AT5G08080,ATSYP132,1.90,UP,10.45,0.3163,syntaxin-132
AT5G08100,,1.32,DOWN,17.50,0.6519,Isoaspartyl peptidase/L-asparaginase 1 subunit beta
AT5G08160,ATPK3,2.65,DOWN,11.88,0.1160,serine/threonine protein kinase 3
AT5G08180,,1.30,UP,18.98,0.9060,H/ACA ribonucleoprotein complex subunit 2-like protein
AT5G08210,MIR834A,1.37,DOWN,12.95,1,MIR834a miRNA
AT5G08260,scpl35,1.98,DOWN,17.24,0.1061,serine carboxypeptidase-like 35
AT5G08280,HEMC,1.02,UP,63.34,1,Porphobilinogen deaminase
AT5G08290,YLS8,1.73,DOWN,87.69,0.0301,mRNA splicing factor; thioredoxin-like U5 snRNP
AT5G08300,,1.05,DOWN,19.62,1,Succinyl-CoA ligase
AT5G08330,,4.72,DOWN,18.57,0.0743,transcription factor TCP21
AT5G08410,FTRA2,1.29,DOWN,63.67,0.5585,ferredoxin/thioredoxin reductase subunit A (variable subunit) 2
AT5G08420,,7.24,UP,8.10,0.3578,RNA-binding KH domain-containing protein
AT5G08450,,4.75,UP,6.38,0.0243,uncharacterized protein
AT5G08520,,1.55,DOWN,10.18,0.3575,duplicated SANT DNA-binding domain-containing protein
AT5G08530,CI51,1.43,DOWN,50.49,0.0755,NADH dehydrogenase (ubiquinone) flavoprotein 1
AT5G08540,,2.49,UP,13.01,0.2033,uncharacterized protein
AT5G08560,,1.02,UP,8.51,1,transducin/WD40 domain-containing protein
AT5G08570,,1.16,DOWN,11.02,1,pyruvate kinase
AT5G08590,SNRK2-1,1.52,UP,12.43,0.5390,serine/threonine-protein kinase SRK2G
AT5G08610,,1.02,UP,11.79,1,DEAD-box ATP-dependent RNA helicase 26
AT5G08650,,1.21,UP,23.05,0.6048,GTP-binding protein LepA
AT5G08670,,1.34,DOWN,40.07,0.1534,F-type H+-transporting ATPase subunit beta
AT5G08680,,1.21,DOWN,21.15,0.6191,ATP synthase subunit beta-3
AT5G08690,,1.40,DOWN,64.93,0.0174,ATP synthase subunit beta-2
AT5G08790,ATAF2,1.14,DOWN,10.58,1,protein ATAF2
AT5G09220,AAP2,1.11,DOWN,48.87,0.7841,amino acid permease 2
AT5G09225,,1.31,UP,18.64,1,uncharacterized protein
AT5G09250,KIWI,1.85,DOWN,9.97,0.6034,RNA polymerase II transcriptional coactivator KIWI
AT5G09270,,2.26,DOWN,12.05,0.4310,uncharacterized protein
AT5G09310,,1.26,DOWN,12.64,1,presenilin enhancer 2
AT5G09330,VNI1,1.25,DOWN,16.79,0.6330,NAC domain containing protein 82
AT5G09390,,7.99,UP,5.92,0.5591,CD2 antigen cytoplasmic tail-binding protein 2
AT5G09440,EXL4,1.07,UP,12.00,1,protein exordium like 4
AT5G09510,,1.01,UP,46.39,1,40S ribosomal protein S15-4
AT5G09530,,1.43,DOWN,7.98,0.5750,hydroxyproline-rich glycoprotein family protein
AT5G09585,U2.5,1.47,DOWN,15.97,0.7842,U2.5snRNA
AT5G09620,,1.74,UP,12.77,0.1277,octicosapeptide/Phox/Bem1p domain-containing protein
AT5G09650,AtPPa6,1.30,DOWN,49.09,0.4523,soluble inorganic pyrophosphatase 1
AT5G09660,PMDH2,1.05,UP,178.25,0.8947,malate dehydrogenase
AT5G09760,,3.01,UP,4.58,0.1713,Putative pectinesterase/pectinesterase inhibitor 51
AT5G09770,,1.80,UP,10.43,0.6245,Ribosomal protein L17 family protein
AT5G09810,ACT7,1.60,DOWN,96.41,0.0009,actin 7
AT5G09830,,1.34,UP,54.55,0.6686,BolA-like family protein
AT5G09850,,1.92,UP,11.68,0.1426,Transcription elongation factor (TFIIS) family protein
AT5G09870,CESA5,1.05,UP,8.42,1,cellulose synthase A catalytic subunit 5
AT5G09880,,4.03,UP,14.05,0.0140,RNA-binding protein 39
AT5G09890,,1.68,UP,4.90,0.5107,Protein kinase family protein
AT5G09960,,1.92,UP,10.63,0.6833,uncharacterized protein
AT5G10050,,1.98,UP,5.75,0.7379,1-acylglycerone phosphate reductase
AT5G10070,,2.72,UP,6.61,0.4229,RNase L inhibitor protein-like protein
AT5G10160,,2.34,DOWN,14.01,0.2640,3R-hydroxymyristoyl ACP dehydrase
AT5G10180,SULTR2,1.45,UP,26.51,0.1467,sulfate transporter 2.1
AT5G10350,,1.38,UP,15.13,0.6823,RNA recognition motif-containing protein
AT5G10390,,1.83,DOWN,13.80,0.5378,histone H3
AT5G10400,,1.17,UP,29.95,1,histone H3
AT5G10430,AGP4,1.31,DOWN,35.89,0.5620,arabinogalactan protein 4
AT5G10540,,1.06,DOWN,10.16,1,oligopeptidase A
AT5G10550,GTE2,2.17,UP,9.17,0.1805,global transcription factor group E2
AT5G10560,,1.05,UP,10.57,1,putative beta-D-xylosidase 6
AT5G10572,SNOR77,1.82,DOWN,296.12,1,SNOR77snoRNA
AT5G10580,,1.96,UP,12.74,0.4012,uncharacterized protein
AT5G10740,,2.38,DOWN,8.30,0.3759,putative protein phosphatase 2C 69
AT5G10745,,1.78,DOWN,7.14,0.6114,uncharacterized protein
AT5G10770,,1.03,DOWN,17.71,1,aspartyl protease family protein
AT5G10780,,1.04,DOWN,32.74,1,uncharacterized protein
AT5G10790,UBP22,2.14,DOWN,7.35,0.4375,ubiquitin carboxyl-terminal hydrolase 22
AT5G10810,ATER,1.10,DOWN,17.24,1,putative enhancer of rudimentary protein
AT5G10840,,1.60,DOWN,18.40,0.1229,endomembrane family protein 70
AT5G10860,,1.85,DOWN,115.38,0.0009,CBS domain-containing protein
AT5G10910,,3.12,UP,7.87,0.2331,mraW methylase family protein
AT5G10920,,1.89,UP,8.47,0.3349,argininosuccinate lyase
AT5G10940,,4.51,UP,5.34,0.0641,WD and tetratricopeptide repeats protein 1
AT5G10960,,1.49,DOWN,67.92,0.0794,putative CCR4-associated factor 1-10
AT5G10980,,1.27,DOWN,100.01,0.4048,histone H3
AT5G11000,,1.75,DOWN,21.43,0.1657,uncharacterized protein
AT5G11060,KNAT4,1.39,UP,5.47,0.7796,homeobox protein knotted-1-like 4
AT5G11070,,1.47,DOWN,26.86,0.5752,uncharacterized protein
AT5G11090,,1.85,DOWN,16.36,0.3125,serine-rich protein-like protein
AT5G11150,ATVAMP713,1.71,DOWN,10.34,0.5427,vesicle-associated membrane protein 713
AT5G11170,,1.50,UP,11.41,0.3951,DEAD-box ATP-dependent RNA helicase 56
AT5G11200,,1.53,UP,8.31,0.3905,DEAD-box ATP-dependent RNA helicase 56
AT5G11270,OCP3,1.75,DOWN,8.01,0.6398,overexpressor of cationic peroxidase 3
AT5G11280,,4.11,DOWN,20.59,0.1015,uncharacterized protein
